"Indeks","IndeksSkanu","IndeksZlecenia","IndeksDodatka","Duplicated"
1205192,1252959,366750,,1
1205193,1252959,366751,,1
1205194,1252959,366752,,1
1205195,1252959,366753,,1
1205196,1252959,366754,,1
1205197,1252959,366755,,1
1205198,1252959,366756,,1
1205199,1252959,366757,,1
1205200,1252959,366758,,1
1205201,1252959,366759,,1
1205202,1252959,366760,,1
1205203,1252959,366761,,1
1205204,1252960,366729,,1
1205205,1252961,366448,,1
1205206,1252963,366448,,1
1205207,1252965,366471,,0
1205208,1252965,366472,,0
1205209,1252965,366487,,0
1205210,1252965,366488,,0
1205211,1252966,366473,,0
1205212,1252966,366474,,0
1205213,1252966,366475,,0
1205214,1252966,366476,,0
1205215,1252966,366477,,0
1205216,1252966,366478,,0
1205217,1252966,366479,,0
1205218,1252966,366480,,0
1205219,1252966,366489,,0
1205220,1252966,366490,,0
1205221,1252966,366491,,0
1205222,1252966,366492,,0
1205223,1252967,366481,,0
1205224,1252967,366482,,0
1205225,1252967,366483,,0
1205226,1252967,366493,,0
1205227,1252967,366494,,0
1205228,1252967,366495,,0
1205229,1252968,366484,,0
1205230,1252968,366485,,0
1205231,1252968,366496,,0
1205232,1252968,366497,,0
1205233,1252969,366486,,0
1205234,1252969,366498,,0
1205235,1252970,366725,,1
1205236,1252971,366728,,1
1205237,1252972,366726,,1
1205238,1252973,366449,,1
1205239,1252974,366732,,1
1205240,1252974,366733,,1
1205241,1252974,366734,,1
1205242,1252974,366735,,1
1205243,1252974,366736,,1
1205244,1252974,366737,,1
1205245,1252974,366738,,1
1205246,1252974,366739,,1
1205247,1252974,366740,,1
1205248,1252974,366741,,1
1205249,1252974,366742,,1
1205250,1252974,366743,,1
1205251,1252974,366744,,1
1205252,1252974,366745,,1
1205253,1252974,366746,,1
1205254,1252974,366747,,1
1205255,1252974,366748,,1
1205256,1252974,366749,,1
1205257,1252974,366750,,1
1205258,1252974,366751,,1
1205259,1252974,366752,,1
1205260,1252974,366753,,1
1205261,1252974,366754,,1
1205262,1252974,366755,,1
1205263,1252974,366756,,1
1205264,1252974,366757,,1
1205265,1252974,366758,,1
1205266,1252974,366759,,1
1205267,1252974,366760,,1
1205268,1252974,366761,,1
1205269,1252975,366726,,1
1205270,1252977,366449,,1
1205271,1252979,366325,,0
1205272,1252979,366328,,0
1205273,1252980,366326,,0
1205274,1252980,366329,,0
1205275,1252981,366327,,0
1205276,1252981,366330,,0
1205277,1252982,366728,,1
1205278,1252983,366448,,1
1205279,1252984,366352,,0
1205280,1252985,366725,,1
1205281,1252987,366725,,1
1205282,1252988,366448,,1
1205283,1252989,366729,,1
1205284,1252990,366451,,1
1205285,1252991,366726,,1
1205286,1252992,366732,,1
1205287,1252992,366733,,1
1205288,1252992,366734,,1
1205289,1252992,366735,,1
1205290,1252992,366736,,1
1205291,1252992,366737,,1
1205292,1252992,366738,,1
1205293,1252992,366739,,1
1205294,1252992,366740,,1
1205295,1252992,366741,,1
1205296,1252992,366742,,1
1205297,1252992,366743,,1
1205298,1252992,366744,,1
1205299,1252992,366745,,1
1205300,1252992,366746,,1
1205301,1252992,366747,,1
1205302,1252992,366748,,1
1205303,1252992,366749,,1
1205304,1252992,366750,,1
1205305,1252992,366751,,1
1205306,1252992,366752,,1
1205307,1252992,366753,,1
1205308,1252992,366754,,1
1205309,1252992,366755,,1
1205310,1252992,366756,,1
1205311,1252992,366757,,1
1205312,1252992,366758,,1
1205313,1252992,366759,,1
1205314,1252992,366760,,1
1205315,1252992,366761,,1
1205316,1252994,366728,,1
1205317,1252995,366452,,1
1205318,1252996,366726,,1
1205319,1252998,366352,,0
1205320,1252999,366426,,0
1205321,1253001,366729,,1
1205322,1253002,366451,,1
1205323,1253004,366502,,0
1205324,1253005,366723,,0
1205325,1253006,366452,,1
1205326,1253007,366723,,1
1205327,1253008,366723,,1
1205328,1253011,366375,,0
1205329,1253012,366424,,1
1205330,1253018,366424,,1
1205331,1253019,366097,,1
1205332,1253021,366014,,0
1205333,1253021,366016,,0
1205334,1253021,366032,,0
1205335,1253022,366015,,0
1205336,1253022,366017,,0
1205337,1253022,366033,,0
1205338,1253025,366029,,0
1205339,1253026,366422,,0
1205340,1253027,366732,,1
1205341,1253027,366733,,1
1205342,1253027,366734,,1
1205343,1253027,366735,,1
1205344,1253027,366736,,1
1205345,1253027,366737,,1
1205346,1253027,366738,,1
1205347,1253027,366739,,1
1205348,1253027,366740,,1
1205349,1253027,366741,,1
1205350,1253027,366742,,1
1205351,1253027,366743,,1
1205352,1253027,366744,,1
1205353,1253027,366745,,1
1205354,1253027,366746,,1
1205355,1253027,366747,,1
1205356,1253027,366748,,1
1205357,1253027,366749,,1
1205358,1253027,366750,,1
1205359,1253027,366751,,1
1205360,1253027,366752,,1
1205361,1253027,366753,,1
1205362,1253027,366754,,1
1205363,1253027,366755,,1
1205364,1253027,366756,,1
1205365,1253027,366757,,1
1205366,1253027,366758,,1
1205367,1253027,366759,,1
1205368,1253027,366760,,1
1205369,1253027,366761,,1
1205370,1253029,366732,,1
1205371,1253029,366733,,1
1205372,1253029,366734,,1
1205373,1253029,366735,,1
1205374,1253029,366736,,1
1205375,1253029,366737,,1
1205376,1253029,366738,,1
1205377,1253029,366739,,1
1205378,1253029,366740,,1
1205379,1253029,366741,,1
1205380,1253029,366742,,1
1205381,1253029,366743,,1
1205382,1253029,366744,,1
1205383,1253029,366745,,1
1205384,1253029,366746,,1
1205385,1253029,366747,,1
1205386,1253029,366748,,1
1205387,1253029,366749,,1
1205388,1253029,366750,,1
1205389,1253029,366751,,1
1205390,1253029,366752,,1
1205391,1253029,366753,,1
1205392,1253029,366754,,1
1205393,1253029,366755,,1
1205394,1253029,366756,,1
1205395,1253029,366757,,1
1205396,1253029,366758,,1
1205397,1253029,366759,,1
1205398,1253029,366760,,1
1205399,1253029,366761,,1
1205400,1253030,366514,,0
1205401,1253031,366423,,0
1205402,1253031,366424,,0
1205403,1253031,366425,,0
1205404,1253031,366426,,0
1205405,1253032,366654,,0
1205406,1253033,366466,,0
1205407,1253034,366435,,0
1205408,1253034,366436,,0
1205409,1253034,366437,,0
1205410,1253034,366438,,0
1205411,1253035,366701,,0
1205412,1253037,366536,,0
1205413,1253038,366435,,1
1205414,1253038,366436,,1
1205415,1253038,366437,,1
1205416,1253038,366438,,1
1205417,1253039,366464,,0
1205418,1253040,366767,,0
1205419,1253041,366716,,0
1205420,1253043,366767,,1
1205421,1253045,366767,,1
1205422,1253046,366717,,0
1205423,1253047,366439,,0
1205424,1253047,366440,,0
1205425,1253048,366353,,0
1205426,1253049,366715,,0
1205427,1253053,366767,,1
1205428,1253054,366719,,0
1205429,1253057,366719,,1
1205430,1253058,366716,,1
1205431,1253059,366427,,0
1205432,1253059,366428,,0
1205433,1253059,366429,,0
1205434,1253059,366430,,0
1205435,1253059,366431,,0
1205436,1253059,366432,,0
1205437,1253059,366433,,0
1205438,1253059,366434,,0
1205439,1253060,366699,,0
1205440,1253061,366690,,0
1205441,1253062,366427,,1
1205442,1253062,366428,,1
1205443,1253062,366429,,1
1205444,1253062,366430,,1
1205445,1253062,366431,,1
1205446,1253062,366432,,1
1205447,1253062,366433,,1
1205448,1253062,366434,,1
1205449,1253063,366691,,0
1205450,1253064,366432,,0
1205451,1253065,366465,,0
1205452,1253066,366694,,0
1205453,1253067,366694,,1
1205454,1253068,366772,,0
1205455,1253070,366695,,0
1205456,1253071,366544,,0
1205457,1253072,366427,,1
1205458,1253072,366428,,1
1205459,1253072,366429,,1
1205460,1253072,366430,,1
1205461,1253072,366431,,1
1205462,1253072,366432,,1
1205463,1253072,366433,,1
1205464,1253072,366434,,1
1205465,1253074,366695,,1
1205466,1253075,366333,,0
1205467,1253075,366334,,0
1205468,1253075,366336,,0
1205469,1253076,366331,,0
1205470,1253076,366332,,0
1205471,1253076,366335,,0
1205472,1253078,366427,,1
1205473,1253078,366428,,1
1205474,1253078,366429,,1
1205475,1253078,366430,,1
1205476,1253078,366431,,1
1205477,1253078,366432,,1
1205478,1253078,366433,,1
1205479,1253078,366434,,1
1205480,1253080,366707,,0
1205481,1253081,366355,,0
1205482,1253083,366503,,0
1205483,1253084,366713,,0
1205484,1253085,366712,,0
1205485,1253086,366712,,1
1205486,1253087,366698,,0
1205487,1253088,366049,,0
1205488,1253089,366050,,0
1205489,1253089,366051,,0
1205490,1253089,366052,,0
1205491,1253089,366054,,0
1205492,1253090,366709,,0
1205493,1253091,366053,,0
1205494,1253091,366055,,0
1205495,1253092,366709,,1
1205496,1253093,366708,,0
1205497,1253094,366708,,1
1205498,1253095,366709,,1
1205499,1253096,366420,,0
1205500,1253096,366421,,0
1205501,1253096,366422,,0
1205502,1253097,366709,,1
1205503,1253098,366710,,0
1205504,1253099,366711,,0
1205505,1253100,366710,,1
1205506,1253101,366711,,1
1205507,1253102,366773,,0
1205508,1253103,366456,,0
1205509,1253104,366708,,1
1205510,1253105,366775,,0
1205511,1253107,366714,,0
1205512,1253108,366711,,1
1205513,1253109,366698,,1
1205514,1253110,366712,,1
1205515,1253113,366460,,0
1205516,1253114,366708,,1
1205517,1253115,366354,,0
1205518,1253116,366420,,1
1205519,1253116,366421,,1
1205520,1253116,366422,,1
1205521,1253117,366714,,1
1205522,1253118,366543,,0
1205523,1253119,366346,,0
1205524,1253119,366347,,0
1205525,1253119,366348,,0
1205526,1253119,366349,,0
1205527,1253119,366350,,0
1205528,1253119,366351,,0
1205529,1253119,366352,,0
1205530,1253119,366353,,0
1205531,1253119,366354,,0
1205532,1253119,366355,,0
1205533,1253120,366776,,0
1205534,1253121,366404,,0
1205535,1253121,366408,,0
1205536,1253122,366405,,0
1205537,1253122,366409,,0
1205538,1253123,366714,,1
1205539,1253125,366698,,1
1205540,1253126,366774,,0
1205541,1253127,366712,,1
1205542,1253130,366714,,1
1205543,1253132,366028,,0
1205544,1253132,366039,,0
1205545,1253133,366653,,0
1205546,1253133,366654,,0
1205547,1253134,366013,,0
1205548,1253134,366031,,0
1205549,1253135,366713,,1
1205550,1253136,366713,,1
1205551,1253137,366775,,1
1205552,1253139,366713,,1
1205553,1253140,366461,,0
1205554,1253140,366462,,0
1205555,1253140,366463,,0
1205556,1253140,366464,,0
1205557,1253140,366465,,0
1205558,1253140,366466,,0
1205559,1253141,366711,,1
1205560,1253142,366774,,1
1205561,1253143,366710,,1
1205562,1253145,366710,,1
1205563,1253146,366698,,1
1205564,1253147,366544,,0
1205565,1253148,366774,,1
1205566,1253150,366504,,0
1205567,1253151,366775,,1
1205568,1253153,366461,,1
1205569,1253153,366462,,1
1205570,1253153,366463,,1
1205571,1253153,366464,,1
1205572,1253153,366465,,1
1205573,1253153,366466,,1
1205574,1253155,366461,,1
1205575,1253155,366462,,1
1205576,1253155,366463,,1
1205577,1253155,366464,,1
1205578,1253155,366465,,1
1205579,1253155,366466,,1
1205580,1253156,366776,,1
1205581,1253158,366331,,0
1205582,1253158,366332,,0
1205583,1253158,366335,,0
1205584,1253159,366333,,0
1205585,1253159,366334,,0
1205586,1253159,366336,,0
1205587,1253160,366772,,1
1205588,1253164,366460,,0
1205589,1253166,366774,,1
1205590,1253169,366775,,1
1205591,1253170,366772,,1
1205592,1253172,366773,,1
1205593,1253174,366696,,0
1205594,1253175,366653,,0
1205595,1253176,366696,,1
1205596,1253177,366696,,1
1205597,1253178,366453,,0
1205598,1253178,366454,,0
1205599,1253178,366455,,0
1205600,1253178,366456,,0
1205601,1253178,366457,,0
1205602,1253179,366696,,1
1205603,1253180,366018,,0
1205604,1253180,366023,,0
1205605,1253180,366034,,0
1205606,1253183,366693,,0
1205607,1253184,366772,,1
1205608,1253185,366421,,0
1205609,1253186,366403,,0
1205610,1253186,366407,,0
1205611,1253188,366692,,0
1205612,1253189,366692,,1
1205613,1253190,366773,,1
1205614,1253191,366693,,1
1205615,1253192,366693,,1
1205616,1253193,366456,,0
1205617,1253194,366019,,0
1205618,1253194,366024,,0
1205619,1253194,366035,,0
1205620,1253195,366692,,1
1205621,1253196,366693,,1
1205622,1253197,366692,,1
1205623,1253199,366686,,0
1205624,1253200,366686,,1
1205625,1253201,366654,,0
1205626,1253202,366775,,1
1205627,1253203,366687,,0
1205628,1253204,366687,,1
1205629,1253205,366687,,1
1205630,1253206,366687,,1
1205631,1253207,366457,,0
1205632,1253208,366420,,0
1205633,1253209,366688,,0
1205634,1253210,366688,,1
1205635,1253211,366688,,1
1205636,1253212,366511,,0
1205637,1253213,366402,,0
1205638,1253213,366406,,0
1205639,1253214,366688,,1
1205640,1253215,366545,,0
1205641,1253216,366686,,1
1205642,1253217,366406,,0
1205643,1253218,366686,,1
1205644,1253219,366702,,0
1205645,1253220,366702,,1
1205646,1253221,366700,,0
1205647,1253222,366700,,1
1205648,1253223,366702,,1
1205649,1253224,366457,,0
1205650,1253225,366702,,1
1205651,1253226,366453,,0
1205652,1253228,366772,,1
1205653,1253229,366700,,1
1205654,1253230,366350,,0
1205655,1253231,366700,,1
1205656,1253232,366348,,0
1205657,1253234,366706,,0
1205658,1253235,366773,,1
1205659,1253236,366706,,1
1205660,1253237,366706,,1
1205661,1253238,366706,,1
1205662,1253239,366346,,1
1205663,1253239,366347,,1
1205664,1253239,366348,,1
1205665,1253239,366349,,1
1205666,1253239,366350,,1
1205667,1253239,366351,,1
1205668,1253239,366352,,1
1205669,1253239,366353,,1
1205670,1253239,366354,,1
1205671,1253239,366355,,1
1205672,1253240,366389,,0
1205673,1253240,366390,,0
1205674,1253240,366391,,0
1205675,1253240,366392,,0
1205676,1253240,366393,,0
1205677,1253240,366394,,0
1205678,1253240,366395,,0
1205679,1253240,366396,,0
1205680,1253242,366346,,0
1205681,1253243,365423,,0
1205682,1253243,365424,,0
1205683,1253243,365425,,0
1205684,1253243,365426,,0
1205685,1253243,365427,,0
1205686,1253243,365428,,0
1205687,1253243,365429,,0
1205688,1253243,365430,,0
1205689,1253244,365147,,0
1205690,1253244,365148,,0
1205691,1253244,365149,,0
1205692,1253244,365150,,0
1205693,1253244,365151,,0
1205694,1253245,366144,,0
1205695,1253245,366145,,0
1205696,1253247,365895,,0
1205697,1253247,365896,,0
1205698,1253247,365897,,0
1205699,1253247,365898,,0
1205700,1253247,365899,,0
1205701,1253247,365900,,0
1205702,1253247,365901,,0
1205703,1253247,365902,,0
1205704,1253248,366773,,1
1205705,1253249,365103,,0
1205706,1253249,365104,,0
1205707,1253249,365105,,0
1205708,1253250,365177,,0
1205709,1253250,365178,,0
1205710,1253250,365179,,0
1205711,1253251,366397,,0
1205712,1253251,366398,,0
1205713,1253251,366399,,0
1205714,1253251,366400,,0
1205715,1253251,366401,,0
1205716,1253252,366319,,0
1205717,1253252,366320,,0
1205718,1253252,366321,,0
1205719,1253252,366322,,0
1205720,1253253,366402,,0
1205721,1253253,366406,,0
1205722,1253254,366021,,0
1205723,1253254,366026,,0
1205724,1253254,366037,,0
1205725,1253255,366077,,0
1205726,1253255,366078,,0
1205727,1253255,366079,,0
1205728,1253255,366080,,0
1205729,1253255,366081,,0
1205730,1253256,366403,,0
1205731,1253256,366407,,0
1205732,1253257,366022,,0
1205733,1253257,366027,,0
1205734,1253257,366038,,0
1205735,1253258,366404,,0
1205736,1253258,366408,,0
1205737,1253259,366020,,0
1205738,1253259,366025,,0
1205739,1253259,366036,,0
1205740,1253260,366405,,0
1205741,1253260,366409,,0
1205742,1253261,366075,,0
1205743,1253261,366076,,0
1205744,1253262,366101,,0
1205745,1253262,366102,,0
1205746,1253262,366103,,0
1205747,1253262,366104,,0
1205748,1253263,366720,,0
1205749,1253264,366120,,0
1205750,1253264,366121,,0
1205751,1253264,366122,,0
1205752,1253265,366414,,0
1205753,1253265,366415,,0
1205754,1253265,366416,,0
1205755,1253265,366417,,0
1205756,1253265,366418,,0
1205757,1253265,366419,,0
1205758,1253266,366720,,1
1205759,1253267,366182,,0
1205760,1253267,366183,,0
1205761,1253268,366720,,1
1205762,1253269,366043,,0
1205763,1253269,366044,,0
1205764,1253269,366045,,0
1205765,1253269,366046,,0
1205766,1253269,366047,,0
1205767,1253269,366048,,0
1205768,1253270,366040,,0
1205769,1253270,366041,,0
1205770,1253270,366042,,0
1205771,1253271,366356,,0
1205772,1253271,366357,,0
1205773,1253271,366358,,0
1205774,1253271,366359,,0
1205775,1253272,365261,,0
1205776,1253272,365262,,0
1205777,1253272,365263,,0
1205778,1253272,365264,,0
1205779,1253272,365265,,0
1205780,1253272,365266,,0
1205781,1253272,365267,,0
1205782,1253272,365268,,0
1205783,1253272,365269,,0
1205784,1253272,365270,,0
1205785,1253272,365271,,0
1205786,1253272,365272,,0
1205787,1253272,365273,,0
1205788,1253272,365274,,0
1205789,1253272,365275,,0
1205790,1253272,365276,,0
1205791,1253272,365277,,0
1205792,1253272,365278,,0
1205793,1253272,365279,,0
1205794,1253272,365280,,0
1205795,1253272,365281,,0
1205796,1253273,366720,,1
1205797,1253274,364877,,0
1205798,1253274,364878,,0
1205799,1253274,364879,,0
1205800,1253274,364880,,0
1205801,1253274,364881,,0
1205802,1253274,364882,,0
1205803,1253274,364883,,0
1205804,1253274,364884,,0
1205805,1253274,364885,,0
1205806,1253274,364886,,0
1205807,1253274,364887,,0
1205808,1253274,364888,,0
1205809,1253274,364889,,0
1205810,1253274,364890,,0
1205811,1253274,364891,,0
1205812,1253274,364892,,0
1205813,1253274,364893,,0
1205814,1253275,365812,,0
1205815,1253275,365813,,0
1205816,1253275,365814,,0
1205817,1253275,365815,,0
1205818,1253275,365816,,0
1205819,1253275,365817,,0
1205820,1253276,366356,,1
1205821,1253276,366357,,1
1205822,1253276,366358,,1
1205823,1253276,366359,,1
1205824,1253277,365922,,0
1205825,1253277,365923,,0
1205826,1253277,365924,,0
1205827,1253277,365925,,0
1205828,1253277,365926,,0
1205829,1253278,365909,,0
1205830,1253278,365910,,0
1205831,1253278,365911,,0
1205832,1253278,365912,,0
1205833,1253278,365913,,0
1205834,1253278,365914,,0
1205835,1253279,365818,,0
1205836,1253279,365819,,0
1205837,1253279,365820,,0
1205838,1253279,365821,,0
1205839,1253279,365822,,0
1205840,1253279,365823,,0
1205841,1253280,365787,,0
1205842,1253280,365788,,0
1205843,1253280,365789,,0
1205844,1253280,365790,,0
1205845,1253280,365791,,0
1205846,1253280,365792,,0
1205847,1253280,365793,,0
1205848,1253281,365915,,0
1205849,1253281,365916,,0
1205850,1253281,365917,,0
1205851,1253281,365918,,0
1205852,1253281,365919,,0
1205853,1253281,365920,,0
1205854,1253281,365921,,0
1205855,1253282,366776,,1
1205856,1253283,365614,,0
1205857,1253283,365615,,0
1205858,1253283,365616,,0
1205859,1253283,365617,,0
1205860,1253283,365618,,0
1205861,1253283,365619,,0
1205862,1253284,366600,,0
1205863,1253284,366601,,0
1205864,1253284,366603,,0
1205865,1253285,365282,,0
1205866,1253285,365283,,0
1205867,1253285,365284,,0
1205868,1253285,365285,,0
1205869,1253285,365286,,0
1205870,1253285,365287,,0
1205871,1253285,365288,,0
1205872,1253286,366008,,0
1205873,1253286,366009,,0
1205874,1253286,366010,,0
1205875,1253286,366011,,0
1205876,1253286,366012,,0
1205877,1253287,366356,,0
1205878,1253288,365985,,0
1205879,1253288,365986,,0
1205880,1253288,365987,,0
1205881,1253288,365988,,0
1205882,1253288,365989,,0
1205883,1253288,365990,,0
1205884,1253288,365991,,0
1205885,1253288,365992,,0
1205886,1253288,365993,,0
1205887,1253288,365994,,0
1205888,1253288,365995,,0
1205889,1253288,365996,,0
1205890,1253288,365997,,0
1205891,1253288,365998,,0
1205892,1253288,365999,,0
1205893,1253288,366000,,0
1205894,1253288,366001,,0
1205895,1253288,366002,,0
1205896,1253288,366003,,0
1205897,1253288,366004,,0
1205898,1253288,366005,,0
1205899,1253288,366006,,0
1205900,1253288,366007,,0
1205901,1253289,365960,,0
1205902,1253289,365961,,0
1205903,1253289,365962,,0
1205904,1253289,365963,,0
1205905,1253289,365964,,0
1205906,1253289,365965,,0
1205907,1253289,365966,,0
1205908,1253289,365967,,0
1205909,1253289,365968,,0
1205910,1253289,365969,,0
1205911,1253289,365970,,0
1205912,1253289,365971,,0
1205913,1253289,365972,,0
1205914,1253289,365973,,0
1205915,1253289,365974,,0
1205916,1253289,365975,,0
1205917,1253289,365976,,0
1205918,1253290,365943,,0
1205919,1253290,365944,,0
1205920,1253290,365945,,0
1205921,1253290,365946,,0
1205922,1253290,365947,,0
1205923,1253290,365948,,0
1205924,1253290,365949,,0
1205925,1253290,365950,,0
